SVOD service user shares in the U.S. 2015-2022,,
Share of consumers who have a subscription video-on-demand (SVOD) service in the United States from 2015 to 2022,,
,,
2015,52,in %
2017,64,in %
2018,69,in %
2019,74,in %
2020,78,in %
2021,78,in %
2022,83,in %
